name,line
Rick, Y-you’re a good… You’re a good kid. *passes out*
Morty, Oh my god!
Rick, *snores*
Morty, W-w-what the hell? What a life.
in," Article stubs, Rick and Morty Transcripts"
Rick and Morty, Season: 1 Episode: 5
Previous transcript,	Next transcript:
Rick, Run!
 and Summer, *incoherent zombie noises*
Rick," Morty, do it! Hit the button now!"
Morty," I can’t do it, Rick! They’re my parents and sister!"
Rick," *holding off the clones* Morty, I already told you, it’s not your family! They’re clones from an alternate reality possessed by demonic alien spirits from another dimension’s future! Do you need a mnemonic device or something? Just hit the button already!"
Beth," Morty, please. I love you, sweetheart."
Morty, Ohhhh…
Rick," Good work, Morty."
Rick," *holding up the device and smiling* Y-You know, these demonic alien spirits are really valuable!"
Rick," You okay, Morty? Told you not to trust that tuna."
Morty, I just killed my family! I don’t care what they were!
Rick," I dunno, Morty. Some people would pay top dollar for that kinda breakthrough."
Morty," Y-You know what, Rick? That’s it! I-I’m done with these…insane adventures! That was really traumatizing! I quit! I’m out!"
Rick," Whoa whoa whoa, *grabs Morty’s shoulder, stopping him* come on, Morty! D-D-Don’t be like that! The universe is a crazy and chaotic place!"
Morty, *pushes Rick’s hands away* You’re the one that’s crazy and chaotic! Adventures are supposed to be simple! And fun!
Rick," Oh yeah, Morty. Yeah, t-t-that- that’s real easy to say from the sidekick position. But—But, uh, h-how about next time you be in charge, then we’ll talk about how simple and fun it is."
Morty, *suddenly excited* Seriously Rick?! Y-You’ll let me call the shots?
Rick," Okay, fine. But let’s make it interesting, Morty. I-I-If your adventure sucks, and we bail halfway through it, you lose the right to bitch about all future adventures. Plus, you have to do my laundry for a month."
Morty," Okay, all right, tough guy! But if my adventure's good... I get to be in charge of every third adventure!"
Rick, Every 10th.
Morty," Deal. All right. Well, come on, let's get going."
Beth," Dad, the dishwasher's doing that thing again."
Rick, Washing dishes?
Beth, No. The opposite. Can you fix it?
Summer," Grandpa Rick, can you help me with my science homework?"
Rick, Yeah just don't do it.
Summer, Grandpa!
Jerry," Hey, Rick, you got some kind of hand-shaped device that can open this mayonnaise jar?"
Rick," Wow. Hat trick. All right, Morty, let's put a pin in this. I got to help your pathetic family."
Morty," Oh, that sounds like something a chicken would say. Bawk, bawk, bawk, bawk, bawk, bawk."
Rick," Oh, Morty, you done did it this time. It's on. I can't wait to watch your adventure lay a huge fart. As for you dingdongs... This is a Meeseeks box. Let me show you how it works. You press this."
Meeseeks, I'm Mr. Meeseeks! Look at me!
Rick," You make a request. Mr. Meeseeks, open Jerry's stupid mayonnaise jar."
Meeseeks," Yes, siree!"
Rick, The Meeseeks fulfills the request.
Meeseeks, All done!
Jerry, [amazed] Wow!
Rick, And then it stops existing.
Summer," Oh, my God, he exploded!"
Rick," Trust me, they're fine with it. Knock yourselves out just keep your requests simple. They're not gods."
Morty, All right! Get out of here now! Everybody out of here! I got a bet to win!
Beth, So many possibilities.
Summer, My mind is racing.
Jerry," If we're gonna use this thing, which I'm not even sure we should, we need to keep it simple."
Meeseeks, I'm Mr. Meeseeks!
Summer, I want to be popular at school!
Meeseeks," Ooh, okay!"
Jerry," Summer, what did I just-"
Beth, I want I want to be a more complete woman!
Jerry, Beth!
Jerry," You guys are doing it wrong. He said ""simple."""
Jerry," Mr. Meeseeks, I would like to take two strokes off my golf game."
Jerry, Nailed it.
Rick," God, Morty, what a boring start to an adventure. Why didn't we just go to Kentucky?"
Morty," Rick, this is a fantasy-type world with creatures and all sorts of fantasy things. We're going on a quest, okay?"
Rick, Can't wait.
Morty, Ahem. Excuse me! We are two humble heroes in search of adventure!
Rick," Oh, my God, so embarrassing."
Morty," You know what? I accept your call to adventure, good sir, kind sir. Come on, Rick. There's a giant in the clouds!"
Rick, Yeah. Beginner's luck.
Beth," I got pregnant at 17. I mean, I still put myself through veterinary school. Yes, I'm successful, but what if I hadn't...-(Meeseeks 2 stares attentively)- I'm just saying, somewhere along the way, I lost that wide-eyed girl from muskegon."
Beth," Well, her waistline isn't."
Beth, You're saying I should leave Jerry. (Beth starts to cry) I can't believe I'm finally having this conversation.
Beth, I think I've had enough.
Jerry," Yeah, yeah. I got it."
Jerry," Okay, well, which is it? Square my shoulders or keep my head down?"
Jerry," You know what, Mr. Meeseeks? I don't think this is working. I give up."
Jerry," Well, make yourself comfortable, because I suck."
Rick," All right, Morty. We're in your stupid giant's castle. What do we do next?"
Morty," Would you just relax, Rick? All we got to do is find the treasure room, okay? It's nice and simple. You know, I'm sorry everything's going so smoothly and adventurously."
Morty," Come on, hurry. Behind this cookie jar."
Giant, Fee! Fi! Fo! Fum!
Rick," Just give up, Morty. This is game over. I'll take us home right now. You just say the word."
Morty," No way, Rick. This is all part of it. Adventures have conflict. Deal with it."
Giant, I smell the blood of- whoop!(the giant falls and cracks his head open on the table corner before hitting the ground)
Morty, Holy crap.
Rick," Oh, boy. He looks pretty bad down there, Morty. Looks like he's bleeding out."
Giant woman," Oh, Jesus! Dale! You sons of bitches! Oh, man. Hello, 911? My husband has been attacked by tiny people! He's dying!"
Detective," Hey, look, we get it. You're little, you're down on your luck, you think, ""hey, he's a giant. Why don't we break into his home, rob him, and murder him?"""
Morty, Th-th but that's not how it went down!
Detective," Oh, well, it's going down like that. You're both going down like that."
Rick," Ooh, boy, Morty, you're really showing me how it's done. Real straightforward and fun."
Summer," Like, letting go of the need to be popular is what makes people like you."
Beth, The most important love you can receive is from yourself.
Meeseek," Okay, Jerry, you got to just choke up on the club!"
Jerry," Well, which is it, choke up or follow-through?!"
Meeseek," Aww, come on, Jerry, we've been over this. You know you got to do both! This is as frustrating for us as it is for you."
Jerry, Don't tell me that! That just puts pressure on me!
Meeseek, Just try to relax.
Jerry," You try to relax! Have you ever tried to relax?! It is a paradox! (Jerry walks to the dinning room) Ugh, these Meeseeks, huh? Kind of a handful. I can't imagine what you two must be going through."
Beth," Our Meeseeks have been gone for hours, Jerry."
Jerry, You're kidding me.
Beth, Notice anything different?
Jerry, I'm sorry. Hours?
Summer," Dad, mom is a beautiful woman! Look at her! You will lose her!"
Meeseek," Uhh... Hey, Jerry, you mind if we get back to the task at hand? Meeseeks don't usually have to exist this long. It's getting weird."
Judge," Order in the court! Before the jury reaches its verdict, I just want to say that I consider you both very guilty."
Morty," We're gonna be okay, Rick."
Rick," How? They took my portal gun. This is an open-and-shut case, Morty. You know, what do you think's gonna happen, some magical angel's gonna show up and then-(the court doors burst open and a giant in a suit walks down the isle.)"
Giant Lawyer," Fee! Fi! Fo! Fum! I smell the violation of civil liberties! Your honor, I'm from a tiny-persons advocacy group and I have here in my hand a motion to dismiss. These little men were never read their giant rights and are therefore free-fi to fo-home."
Rick, W-what the hell is he talking about?
Giant Lawyer," They're free to go, is what I meant. I'm deconstructing our our our thing we say. We're giants. Nobody got that? Whatever."
Morty," Oh, man, what did I tell you, Rick? We did it!"
Rick," All right, Morty, looks like the portal gun's still working. You ready to head home?"
Morty," Oh, yeah, you'd like that, wouldn't you, Rick? Well, you know what? We're not bailing out just yet. You know, we're gonna go find some treasure or something and and we're gonna bring it to those villagers."
Rick," Morty, cut your losses. This is obviously awash."
Morty," Yeah, you were saying that back when we first got arrested, but here we are, you know, walking down the courthouse steps."
Rick," Oh, boy, Morty."
Morty," Usually, walking down the courthouse steps is the easy part of the adventure."
Rick," What do you say, Morty?"
Morty," I say give me a hand, sidekick."
NOTE, to make this easier an * will be put next to meeseek everytime a different meeseeks talks.
Jerry, Everybody shut up! Let me try! (Jerry swings and misses again) Damn it! Damn it! Damn it!
Beth, I'm going out.
Jerry, Wait. What?
Beth," Well, you're busy. I'm hungry. I thought I'd go out. Do you want me to be happy or do you want me to be in prison?"
Jerry," Whoa, whoa, where in the hell is, I'll take you to dinner."
All the Meeseeks, AWWWWWWW!
Jerry," Hey, you know what? It's hard being me, too. I'll be right there. Look, I've got a marriage to keep together. At this point, my golf swing is more your problem than mine."
Meeseek, I can't take it anymore. I just want to die!
Rick," Yeah, Morty, this is the part of the story everybody loves scaling down 650,000 oversized steps."
Morty," All right, okay, you know, if this was a story, this part wouldn't be included, stupid. (They see an opening in one of the steps) Hey, Rick, what do you know? Look down there. Looks like some kind of tavern or something built right into the side of the step."
Morty," Oh, wow, Rick. Now, this is more like it. Look, there's little staircase-shaped people in here. All kinds of crazy characters. This place is great, you know? It's whimsical and fun."
Rick," What are you looking at, mother-"
Morty," Easy, Rick."
Waitress," Pay them no mind. Those stair goblins can be moody. Now, what can I getcha? We've got skarlog poppies, flurlow, halzingers, bloogies, juicy time babies."
Rick," Yeah, yeah, yeah, how about some scotch whiskey? You got any of that around here? Or just a bunch of nonsense words?"
Morty," Rick... We'll have two bloogies, please. And, uh, we were wondering, is there a faster way two heroes could get down these stairs?"
Slippery, Y'all need to ride down the stairs? My name is slippely-slippery stair. I'll take you down there for 25 shmeckels.
Rick, 25 shmeckels? I don't know how much I don't know what that is. Is that a lot? Is it a little?
Waitress, That's exactly how much I spent on my big fake boobies.
 Booby Buyer," Hi, I'm Mr. Booby Buyer. I'll buy those boobies for 25 shmeckels."
Waitess," It's a tempting offer, but I'm gonna have to decline."
 Booby Buyer, Rats! What a shame.
Rick," Morty, your adventure's in a spiral. For real, man, time to pull out."
Morty," You keep heckling my adventure, Rick! You know why?"
Rick," Uh, because it's lame?"
Morty," It's because you're petty! You know, how many times have I had to follow you into some nonsensical bull crap? I always roll with the punches, Rick. Why can't you? Look, I got to take a leak, and when I come back, if you haven't learned how to lighten up, don't be here!"
Rick, Whatever.
Meeseek," It's become clear-look at me- that if we concentrate all our efforts on Jerry's follow-through, we will solve this problem. I'm Mr. Meeseeks."
Meeseeks," Your failures are your own, old man. I'm Mr. Meeseeks! Look at me. I say follow-through! Who's with me?! Follow-through!"
